web_scraper_order,web_scraper_start_url,pagination,comment,date,data6,data7
"1773397937-893","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Hok giống màu đăng màu đỏ đô quá già","2025-11-21 22:10 | Phân loại hàng: 07-Burnt Orange","Phân loại hàng: 07-Burnt Orange","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-894","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2025-11-21 12:54 | Phân loại hàng: Play Off-Đỏ cam","Phân loại hàng: Play Off-Đỏ cam","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-895","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Nay t mở son ra dùng thì nó như vậy nè🙂, mà chỉ là để trong túi từ sáng thoii chứ bthg t toàn để nó đứng trên bàn","2025-12-07 19:06 | Phân loại hàng: 13-Silent Bloom","Phân loại hàng: 13-Silent Bloom","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-896","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Không biết hàng fake hay không, không có tem đen niêm phong. Lại còn make in china :))","2025-11-20 20:29 | Phân loại hàng: Mono Pink-Hồng khô","Phân loại hàng: Mono Pink-Hồng khô","Phấn Má Hồng Mịn Lì 3CE Face Blush"
"1773397937-897","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Ý là nhãn hàng ơi????? ??????? Son này là son gì á?","2025-11-20 18:11 | Phân loại hàng: 13-Silent Bloom","Phân loại hàng: 13-Silent Bloom","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-898","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Cân nhắc kĩ trước khi mua. Thân son nhỏ gọn nhưng vô cùng lỏng lẻo. Mặc dù đã xem và đọc rất nhiều bài review trước khi mua, nên khi mở son và test lên môi mình đã rất nhẹ nhàng vặn đủ vừa rồi. Vậy mà vẫn gãy 1 cách rất zô ziên, test 2 ống nhưng gãy ống màu Hồng. Nhắn tin cho 3ce thì đổi lỗi cho shopee vận chuyển, nhưng đây là chất lượng son chứ ko phải do vận chuyển. Lúc vận chuyển mở ra vẫn i nguyên. Xử lý sau bán rất là tệ.","2025-11-20 15:34","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-899","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Cân nhắc kĩ trước khi mua. Thân son nhỏ gọn nhưng vô cùng lỏng lẻo. Mặc dù đã xem và đọc rất nhiều bài review trước khi mua, nên khi mở son và test lên môi mình đã rất nhẹ nhàng vặn đủ vừa rồi. Vậy mà vẫn gãy 1 cách rất zô ziên, test 2 ống nhưng gãy ống màu Hồng. Nhắn tin cho 3ce thì đổi lỗi cho shopee vận chuyển, nhưng đây là chất lượng son chứ ko phải do vận chuyển. Lúc vận chuyển mở ra vẫn i nguyên. Xử lý sau bán rất là tệ.","2025-11-20 15:34 | Phân loại hàng: 13-Silent Bloom, 10-Already Booke","Phân loại hàng: 13-Silent Bloom","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-900","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Màu tạm ổn, mà quá ít dưỡng, mang tiếng son dưỡng mà càng bôi càng khô môi, thất vọng","2025-11-20 13:50 | Phân loại hàng: #32 Peachy Filling","Phân loại hàng: #32 Peachy Filling","Son bóng dưỡng môi 3CE Glazy Lip Glow"
"1773397937-901","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Banner thì để quà tặng, mua về mở ra có cái gì đâu, xứng đáng 1 sao, mkt lừa đảo khách hàng vừa th!","2025-11-20 09:36","","Chai Xịt Cố Định Lớp Trang Điểm 3CE 3CE Shimmer Makeup Fixer"
"1773397937-902","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","cây son có vòng đời ngắn nhất của tui. Đọc review bảo chất son dễ gãy nên khi dùng nhớ đừng vặn quá nhiều. Nhưng vẫn gãy 🥲.","2025-11-20 09:19 | Phân loại hàng: 10-Already Booke","Phân loại hàng: 10-Already Booke","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-903","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Son màu xấu ko giống ảnh, mình trả hàng nhưng ko được, hàng cũng ko thấy hoàn về lại cho mình, mất tiền oan uổng","2025-11-20 09:16 | Phân loại hàng: #07 Dusky Pink","Phân loại hàng: #07 Dusky Pink","Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush"
"1773397937-904","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Nhận son quẹt được 1 lần, mở ra lần 2 là gãy đôi, mặc dù k vặn cao và tì mạnh, nhân viên live thì liên tục đổi lỗi do khách hàng, cskh yếu kém, sản phẩm cực tệ,","2025-11-19 20:02 | Phân loại hàng: 07-Burnt Orange","Phân loại hàng: 07-Burnt Orange","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-905","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2025-11-19 18:25","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-906","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Sản phẩm không đúng như quảng cáo, yêu cầu trả hàng shop không hỗ trợ, còn đỗ hàng đã qua sử dụng, thái độ của shop này rất kém, mọi người ko nên mua","2025-11-19 18:25 | Phân loại hàng: Play Off-Đỏ cam","Phân loại hàng: Play Off-Đỏ cam","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-907","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Chất khá mềm, nhưng thoa lên 1 lát bị khô môi, độ bám kém, dễ trôi. Màu hồng đỏ, tính mua màu 23 mà hết nên mua màu 3. Bữa nay son sản xuất ở trung quốc, cá nhân m thấy mua ở Hàn chất nó mướt vs thơm hơn ấy. Nói chung m thấy có thể thử nhưng ko chấm điểm cao dc. Quà tặng kèm là túi đựng son nhả keo, lấm lem vết keo, ko chỉnh chu khi gửi đến KH","2025-11-19 14:15 | Phân loại hàng: #03 Daffodil","Phân loại hàng: #03 Daffodil","Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush"
"1773397937-908","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Son dễ gãy vô vùng. Nhận được son mk mừng vì k gãy nhưng dùng dc 1 2 lần đóng nắp cẩn thận, lúc mở ra gãy lúc nào kb","2025-11-19 13:57 | Phân loại hàng: 05-High Standard","Phân loại hàng: 05-High Standard","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-909","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","T vặn lên có 1 chút xíu mà quẹt lên môi thấy cái lõi nó nhúc nhích là t nghi r, để trong giỏ tới tối mở ra nó gãy mẹ lun. Rồi kiểu này sao xài???? 
Xong dô thấy quá trời người bị luôn lá ôi. 1 cây son cũng 250k, giá gốc 388k mà s kì dị brand, mà t muốn hỏi là bây h t xài cái kiểu gì đây???????????????????","2025-11-19 13:34 | Phân loại hàng: 10-Already Booke","Phân loại hàng: 10-Already Booke","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-910","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Lên màu kém giống hàng fake","2025-11-18 23:52 | Phân loại hàng: Taupe-Gạch đỏ","Phân loại hàng: Taupe-Gạch đỏ","Son kem lì nhung mịn 3CE Velvet Lip Tint"
"1773397937-911","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Sản phẩm của hàn quốc nhưng trên vỏ hộp và trên son lại made in china, lừa dối khách hàng. Xét về tiền không hề rẻ. Mất tiền mà nhận được hàng giả, rất thất vọng. Shopee nên kiểm tra lại shop này, làm ăn quá thất đức. Không hiểu sao mang mác mall được luôn.","2025-11-18 18:45 | Phân loại hàng: Sepia-Đỏ táo trầm","Phân loại hàng: Sepia-Đỏ táo trầm","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-912","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Son đánh bị chàm môi sưng đỏ","2025-11-18 17:11 | Phân loại hàng: 13-Silent Bloom","Phân loại hàng: 13-Silent Bloom","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-913","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Giao đúng cái gãy móc","2025-11-18 10:14","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-914","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Giao hàng thì lâu, phấn về tay lại made in china? Chất phấn không mịn, mùi hắc kinh khủng. Cả hộp phấn mà để ship trong mỗi cái bìa nhận về móp méo nát, được tặng kèm quà thì gửi đúng cái móc khoá bị gãy? Mua phấn hay mua bực vậy shop? KHÔNG NÊN MUA NHA MỌI NGƯỜI. Bye","2025-11-18 10:14 | Phân loại hàng: Delectable-Hồng dâu","Phân loại hàng: Delectable-Hồng dâu","Phấn Má Hồng Mịn Lì 3CE Face Blush"
"1773397937-915","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Mua có quà tặng kèm nhưng lúc thanh toán thì đc thanh toán chung với quà. Hơi thất vọng","2025-11-17 21:28 | Phân loại hàng: Beach Muse-Hồng ấm","Phân loại hàng: Beach Muse-Hồng ấm","Bảng Phấn Mắt 3CE 9 màu lâu trôi 3CE Multi Eye Color Palette"
"1773397937-916","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Mình ko thấy có quà tặng kèm theo như qc ạ","2025-11-17 20:05 | Phân loại hàng: #34 Rose Glaze","Phân loại hàng: #34 Rose Glaze","Son bóng dưỡng môi 3CE Glazy Lip Glow"
"1773397937-917","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2025-11-17 17:50","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-918","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Hộp son bị mở từ trước, xuất xứ Trung Quốc, k giống với thỏi mua lần trước xuất xứ Hàn Quốc","2025-11-17 17:50 | Phân loại hàng: Spot Player-Táo đỏ","Phân loại hàng: Spot Player-Táo đỏ","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-919","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Màu đỏ cam tô lên môi hơi hồng hồng ạ. Hơi thất vọng","2025-11-30 21:55 | Phân loại hàng: Play Off-Đỏ cam","Phân loại hàng: Play Off-Đỏ cam","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-920","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Không nhận được quà tặng từ nhãn hàng, mặc dù trước đó khi thanh toán trong bill có ghi được tặng quà","2025-11-17 15:12 | Phân loại hàng: COZY WHISPER-Hồng hạ","Phân loại hàng: COZY WHISPER-Hồng hạ","Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick"
"1773397937-921","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Nghi vấn hàng giả vì để made in china và chỉ có một miếng băng keo nhỏ trong suốt trong khi trc mik mua ở ngoài hasaki nó để made in Korea và có miếng dán có chữ đen đàng hoàng. Mik săn trên live của ndlanngoc.","2025-11-17 19:45 | Phân loại hàng: Sepia-Đỏ táo trầm","Phân loại hàng: Sepia-Đỏ táo trầm","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-922","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2025-11-17 12:15","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-923","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2025-11-17 12:15","","Chai Xịt Cố Định Lớp Trang Điểm 3CE 3CE Shimmer Makeup Fixer"
"1773397937-924","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Ban đầu đọc review thấy bảo hay gãy nên mình cũng chỉ vặn lên rất ngắn vừa đủ để tô môi, nâng niu hết cỡ nhưng gãy nó vẫn cứ gãy. Quá thất vọng may mà chưa mua thêm màu khác của mẫu này","2025-11-17 11:19 | Phân loại hàng: 05-High Standard","Phân loại hàng: 05-High Standard","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-925","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Son dở lắm mấy bà, đó giờ chắc dòng này là dòng dở nhất của 3ce á. Son lên thì bị dày, bột, ko mượt. Son thì dạng thỏi nhỏ nên là dễ gãy mới son vài lần đã gãy rồi. Thôi né đi mấy bà","2025-11-17 10:22 | Phân loại hàng: 03-Softly Spoken","Phân loại hàng: 03-Softly Spoken","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-926","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Nhận son chưa được 2 ngày đã gãy","2025-11-17 08:31 | Phân loại hàng: 05-High Standard","Phân loại hàng: 05-High Standard","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-927","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2025-11-17 07:43","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-928","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Son mùi ghê k giống live fake","2025-11-17 00:43 | Phân loại hàng: Sepia-Đỏ táo trầm","Phân loại hàng: Sepia-Đỏ táo trầm","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-929","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2025-11-24 22:04","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-930","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Màu đánh lên thành hồng cánh sen","2025-11-24 22:04 | Phân loại hàng: Play Off-Đỏ cam","Phân loại hàng: Play Off-Đỏ cam","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-931","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Màu son không giống như quảng cáo, bợn bợn dễ trôi, lộ viền không đều màu, cảm thấy tiếc tiền huhu. Son đắt mà chất lượng tệ quá
À thấy son made in china nha","2025-11-16 15:58 | Phân loại hàng: BUDDY-Hồng cá hồi","Phân loại hàng: BUDDY-Hồng cá hồi","Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick"
"1773397937-932","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Ê nha. Cây son nghe bảo bị gãy khi dùng nên t đã cố chấp mua và cẩn thận k dám vặn cao chỉ vặn chút xíu và tô nhẹ trên môi. Má ơi vẫn bị gãy, đúng tức luôn.","2025-11-17 00:45","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-933","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Cây son tai tiếng mà cố tình mua là đây. Tui đã cố vặn 1 xíu để lấy son mà nó vẫn tự gãy rơi ra. Đã nghe review hay bị gãy và đây là tui cũng bị y nhue vậy nha. K nên mua","2025-11-20 07:55 | Phân loại hàng: 02-Unfolding Ros","Phân loại hàng: 02-Unfolding Ros","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-934","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Như hang fake y ạ :) tem ở vỏ hộp đa bị bóc ra , còn là hàng china :) vô đến son thì tem niêm phong k có chữ :) lần đầu mua mà dính ngay hang nhái","2025-11-16 11:12 | Phân loại hàng: Sepia-Đỏ táo trầm","Phân loại hàng: Sepia-Đỏ táo trầm","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-935","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2025-11-16 10:12 | Phân loại hàng: KNIT-Hồng khô","Phân loại hàng: KNIT-Hồng khô","Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick"
"1773397937-936","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Kết cấu rất dễ gãy mặc dù khi dùng vặn lên rất thấp","2025-11-23 08:58 | Phân loại hàng: 10-Already Booke","Phân loại hàng: 10-Already Booke","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-937","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Hàng tặng thà ko tặng còn hơn nha,","2025-11-15 23:58","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-938","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Làm ăn như trò đùa, mua trên live đc tặng quà, đến khi ấn vào thanh toán vẫn hiển thị có quà , ship đến ko có lại bảo số lượng có hạn? Thế khác nào lừa khách , thôi chào nhé","2025-11-15 23:34 | Phân loại hàng: Pink Guava-Hồng đào","Phân loại hàng: Pink Guava-Hồng đào","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-939","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2025-11-15 23:02","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-940","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","mn ơi í là mình muốn màu như trong ảnh mà mình nhận về thành màu hồng khô nhưng dưới đáy vẫn ghi màu nude😭","2025-11-15 23:02 | Phân loại hàng: Nude Peach-Be nude","Phân loại hàng: Nude Peach-Be nude","Phấn Má Hồng Mịn Lì 3CE Face Blush"
"1773397937-941","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2025-11-15 22:59","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-942","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Lúc nhận hàng nghe tiếng lọc cọc, mở cây son ra thì gãy.còn vệt trên cây son là lỗi của mình","2025-11-15 22:59 | Phân loại hàng: 10-Already Booke","Phân loại hàng: 10-Already Booke","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-943","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Mua về thì k vặn xuống được đành phải đựng son vô lọ khác. Thiết kế lỗi mà vẫn bán thì chịu","2025-11-15 22:05 | Phân loại hàng: SOFTEST-Hồng baby","Phân loại hàng: SOFTEST-Hồng baby","Son bóng dưỡng môi bắt sáng 3CE Shine Reflector (Son vặn 1 chiều)"
